,page,txtbox,textline,font,szie,x1,y1,x2,y2,char,xspace,yspace,concat,words,wx1,wb
7,1,1,2,SXMFFW+CMBX12,11.955,174.919,631.186,181.644,643.141,3,-47.876000000000005,-18.003000000000043,False,3,174.919,True
164,1,3,6,WMHEFG+CMR10,9.963,133.768,613.183,140.963,623.146,T,-0.8269999999999982,0.0,True,T,133.768,False
165,1,3,6,WMHEFG+CMR10,9.963,140.136,613.183,145.11700000000002,623.146,o,0.27899999999999636,0.0,True,o,140.136,False
166,1,3,6,WMHEFG+CMR10,9.963,145.39600000000002,613.183,150.378,623.146,o,0.0,0.0,True,o,145.39600000000002,False
167,1,3,6,WMHEFG+CMR10,9.963,150.378,613.183,153.145,623.146,l,-0.010000000000019327,0.0,True,l,150.378,False
168,1,3,6,WMHEFG+CMR10,9.963,153.135,613.183,157.065,623.146,s,4.1839999999999975,0.0,False,Tools,133.768,True
169,1,3,6,WMHEFG+CMR10,9.963,161.249,613.183,164.293,623.146,f,0.0,0.0,True,f,161.249,False
170,1,3,6,WMHEFG+CMR10,9.963,164.293,613.183,169.275,623.146,o,0.0,0.0,True,o,164.293,False
171,1,3,6,WMHEFG+CMR10,9.963,169.275,613.183,173.17700000000002,623.146,r,4.183999999999969,0.0,False,for,161.249,True
172,1,3,6,WMHEFG+CMR10,9.963,177.361,613.183,183.588,623.146,L,0.0,0.0,True,L,177.361,False
173,1,3,6,WMHEFG+CMR10,9.963,183.588,613.183,186.356,623.146,i,0.0,0.0,True,i,183.588,False
174,1,3,6,WMHEFG+CMR10,9.963,186.356,613.183,191.33700000000002,623.146,g,0.0,0.0,True,g,186.356,False
175,1,3,6,WMHEFG+CMR10,9.963,191.33700000000002,613.183,196.872,623.146,h,-0.2790000000000248,0.0,True,h,191.33700000000002,False
176,1,3,6,WMHEFG+CMR10,9.963,196.593,613.183,200.468,623.146,t,-0.27899999999996794,0.0,True,t,196.593,False
177,1,3,6,WMHEFG+CMR10,9.963,200.18900000000002,613.183,207.38400000000001,623.146,w,-0.2790000000000248,0.0,True,w,200.18900000000002,False
178,1,3,6,WMHEFG+CMR10,9.963,207.105,613.183,211.532,623.146,e,0.009999999999990905,0.0,True,e,207.105,False
179,1,3,6,WMHEFG+CMR10,9.963,211.542,613.183,214.31,623.146,i,0.0,0.0,True,i,211.542,False
180,1,3,6,WMHEFG+CMR10,9.963,214.31,613.183,219.291,623.146,g,0.0,0.0,True,g,214.31,False
181,1,3,6,WMHEFG+CMR10,9.963,219.291,613.183,224.826,623.146,h,-0.27899999999999636,0.0,True,h,219.291,False
182,1,3,6,WMHEFG+CMR10,9.963,224.547,613.183,228.422,623.146,t,4.173999999999978,0.0,False,Lightweight,177.361,True
183,1,3,6,WMHEFG+CMR10,9.963,232.59599999999998,613.183,239.377,623.146,P,0.0,0.0,True,P,232.59599999999998,False
184,1,3,6,WMHEFG+CMR10,9.963,239.377,613.183,246.987,623.146,D,0.0,0.0,True,D,239.377,False
185,1,3,6,WMHEFG+CMR10,9.963,246.987,613.183,253.49099999999999,623.146,F,4.184000000000026,0.0,False,PDF,232.59599999999998,True
186,1,3,6,WMHEFG+CMR10,9.963,257.675,613.183,262.656,623.146,a,0.0,0.0,True,a,257.675,False
187,1,3,6,WMHEFG+CMR10,9.963,262.656,613.183,268.191,623.146,n,0.0,0.0,True,n,262.656,False
188,1,3,6,WMHEFG+CMR10,9.963,268.191,613.183,273.72700000000003,623.146,d,4.183999999999969,0.0,False,and,257.675,True
189,1,3,6,WMHEFG+CMR10,9.963,277.911,613.183,285.383,623.146,X,0.0,0.0,True,X,277.911,False
190,1,3,6,WMHEFG+CMR10,9.963,285.383,613.183,292.163,623.146,P,0.0,0.0,True,P,285.383,False
191,1,3,6,WMHEFG+CMR10,9.963,292.163,613.183,297.699,623.146,S,4.173999999999978,0.0,False,XPS,277.911,True
192,1,3,6,WMHEFG+CMR10,9.963,301.873,613.183,307.131,623.146,v,0.0,0.0,True,v,301.873,False
193,1,3,6,WMHEFG+CMR10,9.963,307.131,613.183,309.899,623.146,i,0.0,0.0,True,i,307.131,False
