,font,size,y1,y2,x1,x2,char,xspace,yspace
536,XPCBJJ+CMR10,9.963,376.36300000000006,386.32599999999996,257.335,264.807,A,0.0,0.0
537,XPCBJJ+CMR10,9.963,376.36300000000006,386.32599999999996,264.807,270.342,p,0.0,0.0
538,XPCBJJ+CMR10,9.963,376.36300000000006,386.32599999999996,270.342,275.878,p,0.0,0.0
539,XPCBJJ+CMR10,9.963,376.36300000000006,386.32599999999996,275.878,279.807,s,3.3170000000000073,0.0
540,XPCBJJ+CMR10,9.963,376.36300000000006,386.32599999999996,283.124,289.905,P,0.0,0.0
541,XPCBJJ+CMR10,9.963,376.36300000000006,386.32599999999996,289.905,293.807,r,0.0,0.0
542,XPCBJJ+CMR10,9.963,376.36300000000006,386.32599999999996,293.807,298.789,o,0.5570000000000164,0.0
543,XPCBJJ+CMR10,9.963,376.36300000000006,386.32599999999996,299.346,302.39099999999996,j,0.0,0.0
544,XPCBJJ+CMR10,9.963,376.36300000000006,386.32599999999996,302.39099999999996,306.818,e,0.0,0.0
545,XPCBJJ+CMR10,9.963,376.36300000000006,386.32599999999996,306.818,311.246,c,0.0,0.0
546,XPCBJJ+CMR10,9.963,376.36300000000006,386.32599999999996,311.246,315.12,t,0.0,0.0
547,XPCBJJ+CMR10,9.963,376.36300000000006,386.32599999999996,315.12,317.888,.,-14.754999999999995,0.0
548,XPCBJJ+CMR10,9.963,137.322,147.285,303.133,308.11400000000003,1,-174.34600000000003,-239.04100000000005
